Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
the_white_mans_burden_desc;'The White Man's Burden' was a poem by the English poet Rudyard Kipling, published in 1899. At face value it appeared to be a rhetorical command to white men to colonise and rule other nations for the benefit of those people (both the people and the duty may be seen as representing the 'burden' of the title), even though it mixed its  exhortation to empire with somber warnings of the costs involved in imperialism. Imperialists came to understand the phrase 'white man's burden' as a characterization for imperialism that justified the policy as a noble enterprise.;;;;;;;;;;;;;
indigenous_garrisoning;Indigenous Garrisoning;;;;;;;;;;;;;
indigenous_garrisoning_desc;The advent of advanced weaponry, firepower far greater than that possessed by most uncivilized peoples, has made it possible for small but well-armed garrisons to maintain order in colonial holdings-- even with native populations in excess of a thousand-to-one.;;;;;;;;;;;;;
well_drilled;Excellent Military Leadership;;;;;;;;;;;;;
well_drilled_desc;Our military organization is the envy of the world, thanks to our huge reserve of trained officers.;;;;;;;;;;;;;
drilled;Good Military Leadership;;;;;;;;;;;;;
drilled_desc;Our nation has a large cadre of trained officers, giving our military an advantage.;;;;;;;;;;;;;
poorly_drilled;Poor Military Leadership;;;;;;;;;;;;;
poorly_drilled_desc;With a shortage of trained officers, our military organization has suffered.;;;;;;;;;;;;;
undisciplined_mob;Undisciplined Mob;;;;;;;;;;;;;
undisciplined_mob_desc;With an almost complete lack of trained officers, our military has become an undisciplined and unruly mob.;;;;;;;;;;;;;
family_values;Family Values;;;;;;;;;;;;;
family_values_desc;New psychological theory has further reinforced the importance of a stable family unit.;;;;;;;;;;;;;
coal_power;Coal Power;;;;;;;;;;;;;
coal_power_desc;Coal-powered turbines, the very driving force behind the industrialization of the western world.;;;;;;;;;;;;;
genetics_hereditary;Hereditary Genetics;;;;;;;;;;;;;
genetics_hereditary_desc;Understanding of genetics and the role it plays in biological traits has improved our medicine.;;;;;;;;;;;;;
bakery_power;Bakeries and Mills;;;;;;;;;;;;;
bakery_power_desc;With natural power being harnessed to help process food, our people are taking the first small steps towards a culture of commercial consumption.;;;;;;;;;;;;;
combine_harvesters;Powered Combine;;;;;;;;;;;;;
combine_harvesters_desc;With George Stockton Berry's use of a steam engine in a combine harvester, the potential harvest of a single worker increased dramatically.;;;;;;;;;;;;;
Armoured_fist_doctrine;Armoured Fist Doctrine;;;;;;;;;;;;;
Armoured_fist_doctrine_desc;Who needs to move a tank quickly when it can destroy anything it sees?;;;;;;;;;;;;;
home_rifle_smiths;Home Rifle Smiths;;;;;;;;;;;;;
home_rifle_smiths_desc;By using our limited battle experience we can set up small scale weapons manufacturies.;;;;;;;;;;;;;
small_scale_riflemaking;Small Scale Riflemaking;;;;;;;;;;;;;
small_scale_riflemaking_desc;Expanding on our experience in matters of war we can improve output in making arms.;;;;;;;;;;;;;
rifle_war_experience;Rifle War Experience;;;;;;;;;;;;;
rifle_war_experience_desc;Using our substantial experience in warfare allows us to produce weapons more efficiently than less warlike nations.;;;;;;;;;;;;;
advanced_riflemaking;Advanced Riflemaking;;;;;;;;;;;;;
advanced_riflemaking_desc;We have perfected small arms manufacturing to an artform.;;;;;;;;;;;;;
improved_artillery_manufacturing;Improved Artillery Manufacturing;;;;;;;;;;;;;
improved_artillery_manufacturing_desc;As artillery improved, so did its manufacture.;;;;;;;;;;;;;
practical_artillery_experience;Practical Artillery Experience;;;;;;;;;;;;;
practical_artillery_experience_desc;You see, the end of the barrel goes towards them, not us!;;;;;;;;;;;;;
advanced_target_practice;Advanced Target Practice;;;;;;;;;;;;;
advanced_target_practice_desc;Fore!;;;;;;;;;;;;;
heavy_artillery_making;Heavy Artillery Production;;;;;;;;;;;;;
heavy_artillery_making_desc;Bigger. Better. More Production.;;;;;;;;;;;;;
basic_ship_building_R&D;Basic Ship Building R&D;;;;;;;;;;;;;
basic_ship_building_R&D_desc;early production techniques were aided by increasing ship research.;;;;;;;;;;;;;
School_of_manuever;School of Maneuver;;;;;;;;;;;;;
School_of_manuever_desc;The advent of Tank warfare led to a new school of thought-that impressive speed and superior positioning would win the day in military clashes;;;;;;;;;;;;;
School_of_firepower;School of Firepower;;;;;;;;;;;;;
school_of_firepower_desc;The awe-inspiring destructive capability of modern weaponry gave new credence to the School of Firepower.;;;;;;;;;;;;;
improved_ship_building_R&D;Improved Ship Building R&D;;;;;;;;;;;;;
improved_ship_building_R&D_desc;With advanced warships came advanced supply output.;;;;;;;;;;;;;
late_colonial_ships;Late Colonial Ships;;;;;;;;;;;;;
late_colonial_ships_desc;Ships with ever increasing naval ranges meant new methods of supply manufacture had to be devised.;;;;;;;;;;;;;
early_modern_oil_ship;Early Modern Oil Ship;;;;;;;;;;;;;
early_modern_oil_ship_desc;New advances in mobile refueling soon gave way to new advances in naval supply production.;;;;;;;;;;;;x, too!;
ship_artillery_making;Ship Artillery Production;;;;;;;;;;;;;
ship_artillery_making_desc;The massive cannons required on warships ultimately led to more improvements in artillery production overall.;;;;;;;;;;;;x, resulting in more stable and fruitful marital unions.;
ship_cannon_building;Ship Cannon Building;;;;;;;;;;;;;
late_colonial_armaments_industry;Late Colonial Armaments Industry;;;;;;;;;;;;;
late_colonial_armaments_industry_desc;Colonial ventures required arms production, but standard procedures often fell short. Thus, new methods were devised.;;;;;;;;;;;;;
modern_armaments_industry;Modern Armaments Industry;;;;;;;;;;;;;
modern_armaments_industry_desc;The modern armaments industry saw impressive gains in arms production.;;;;;;;;;;;;;
private_coin_issuance;Private Coin Issuance;;;;;;;;;;;;;
private_coin_issuance_desc;Small scale coin minting is giving more uses for our gold and precious metal.;;;;;;;;;;;;;
private_mints;Private Mints;;;;;;;;;;;;;
private_mints_desc;Banks are starting to issue their own coins made of gold and silver.;;;;;;;;;;;;;
gold_backed_notes;Gold Backed Notes;;;;;;;;;;;;;
gold_backed_notes_desc;Why carry heavy gold coins around if you can use a paper note backed by gold in a vault? It also allows us to further leverage our reserves.;;;;;;;;;;;;;
inflationary_measures;Inflationary Measures;;;;;;;;;;;;;
inflationary_measures_desc;Inflation is becoming more and more common as our money supply is growing.;;;;;;;;;;;;;
cheap_retirement_planning;Cheap Retirement Planning;;;;;;;;;;;;;
cheap_retirement_planning_desc;Because children are the future. And your retirement insurance.;;;;;;;;;;;;;
horse_artillery_desc;The one disadvantage of modern artillery is that it is heavy and slow. In order to make these units more mobile, their potential firepower has been reduced. The ability to get them to the front faster, as well as their increased maneuverability, more than makes up for this drawback in the eyes of many strategists.;;;;;;;;;;;;;
wineries;Wineries;;;;;;;;;;;;;
wineries_desc;Not the small, locally-based wineries but the large breweries capable of producing thousands of bottles per day. Glass and fruit are required inputs.;;;;;;;;;;;;;
boxers;Boxers;;;;;;;;;;;;;
boxers_desc;The Boxer Rebellion, or Yihetuan Movement, was a proto-nationalist movement by the Righteous Harmony Society in China which opposed both foreign imperialism and Christianity. Popular sentiment turned against foreign influence in the country, from opium traders to economic manipulation and missionary evangelism, giving rise to very organized revolts.;;;;;;;;;;;;;
power_of_tradition;Power of Tradition;;;;;;;;;;;;;
power_of_tradition_desc;The path to modernization for any uncivilized country involved walking a fine line between enacting reforms and appeasing those who saw such reforms as a violation of centuries of tradition… or, if they could not be appeased, putting down their revolts in violent fashion. Almost every uncivilized nation faced uprisings prior to achieving acceptance not only from their own people but from the world at large.;;;;;;;;;;;;;
self_determination;Self-Determination;;;;;;;;;;;;;
self_determination_desc;Being subject to the will of a distant overlord has given the people a common cause, one that crosses all ideological boundaries. They will unite to oppose foreign rule, rising up violently if necessary, and deal with their other differences once a free government has been achieved.;;;;;;;;;;;;;
turkish_nationalism;Turkish Nationalism;;;;;;;;;;;;;
turkish_nationalism_desc;Championed by the 'Young Turks', Turkish Nationalism because an ideology across the Ottoman Empire which promoted and glorified the Turkish people, and which sought to put the interests of the state over other influences-- even religious ones.;;;;;;;;;;;;;
x_rays;X-Rays;Radiographie;Röntgenstrahlen;;Rayos X;;;;;;;;;
vassal_nation;Vassal Nation;;;;;;;;;;;;;
vassal_nation_desc;As a vassal nation to a foreign power, we will always be seen as a lesser country in the eyes of the rest of the world.;;;;;;;;;;;;;
basic_training;Basic Training;;;;;;;;;;;;;
basic_training_desc;Every country holds a process by which new recruits into their armed forces are trained, but the refinement of this process has enabled not only for recruits to be trained more quickly but for the overall quality of their training to be increased.;;;;;;;;;;;;;
flintlock_pistoliers;Flintlock Pistoliers;;;;;;;;;;;;;
flintlock_pistoliers_desc;While primarily superior for its maneuverability and speed, modern cavalry has become better armed with modern weaponry-- and thus far better suited to serve in an offensive capacity than ever before.;;;;;;;;;;;;;
rosendale_cement;Rosendale Cement;;;;;;;;;;;;;
rosendale_cement_desc;Rosendale cement generally refers to a type of natural cement that was produced in and around Rosendale,New York from argillaceous limestone,but is a term that has had different definitions at different times. The fast-setting Rosendale natural cement mortars proved to be more efficient than the mortars based on lime and sand. Because of its reputation,''Rosendale Cement'' has also been used as both a trade name and as a generic term referring to natural hydraulic cements produced elsewhere.;;;;;;;;;;;;;
synthetic_cement;Synthetic Cement;;;;;;;;;;;;;
synthetic_cement_desc;'Natural' cement,namely cement that does not use chemical processes to make the result more durable,began to fall out of use with the production of modern concrete. A veriety of synthetic brands has developed and has resulted in a burgeoning construction industry.;;;;;;;;;;;;;
the_decline_of_the_west_and_the_lost_generation_desc;The combination of the dramatic social, economic and political transformations undertaken in the nineteenth century with the rise of industry and the devastation produced by mass warfare in the industrial age created a crisis of confidence among many intellectuals that the whole structure of society was under siege and in danger of complete collapse. Oswald Spengler began work on 'The Decline Of The West' in 1911 as the challenges of new social, political and economic forces were shaking advanded industrial societies to their cores, with Spengler concluding that what these societies were experiencing was part of the natural cycle of civilizations that rise, have a period of brilliance, and eventually decline and collapse – a direct challenge to the Victorian idea that modern industrial society could continually be improved as a result of humanity’s rational abilities. Coined by American author Gertrude Stein, 'The Lost Generation' captured the sense of loss and emptiness that many veterans of Great War felt after surviving the carnage of the battlefields and questioning the values and beliefs that had encouraged their nations to participate in the conflicts in the first place. These themes of decline and loss that Spengler and Woolf developed would dominate the cultural landscape in the early twentieth century.;;;;;;;;;;;;;
the_dark_continent;The Dark Continent;;;;;;;;;;;;;
the_dark_continent_desc;A common name for Africa prior to its exploration, 'the Dark Continent' referred to the deep interior where few men had ever seen much less knew anything about. These deep jungles and desolate wastes were a no-man's-land, populated primarily by natives who had little contact with civilization. With the increase of exploration brought on by colonialism, suddenly the ability to colonize the areas previously denied us has become possible.;;;;;;;;;;;;;
vangaurd_party;Vanguard Party;;;;;;;;;;;;;
mixed_economy_desc;Mixed economy is an economic system in which both the state and private sector direct the economy, reflecting characteristics of both market economies and planned economies. Most mixed economies can be described as market economies with strong regulatory oversight, and many mixed economies feature a variety of government-run enterprises and governmental provision of public goods.;;;;;;;;;;;;;
Schwerpunkt;Schwerpunkt;;;;;;;;;;;;;
Schwerpunkt_desc;Schwerpunkt is a term reffering to the 'center of gravity or point of maximum effort, where a decisive action could be achieved'. Ground, mechanised and tactical air forces could be concentrated at this point of maximum effort whenever possible. By local success at the Schwerpunkt, a small force achieved a breakthrough and gained advantages by fighting in the enemy's rear. Guderian summarized this doctrine as 'Klotzen, nicht kleckern!' meaning 'act powerfully, not superficially'.;;;;;;;;;;;;;
nylon;Nylon;;;;;;;;;;;;;
nylon_desc;Nylon was intended to be a synthetic replacement for silk and substituted for it in many different products after silk became scarce during World War II. It replaced silk in military applications such as parachutes and flak vests, and was used in many types of vehicle tires;;;;;;;;;;;;;
scientific_forestry;Scientific Forestry;;;;;;;;;;;;;
scientific_forestry_desc;Scientific Forestry using the Prussian model allows states to regularize and predict timber production through the classification and management of forest resources;;;;;;;;;;;;;
