Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
anarcho_liberal;Anarchist;;;;;;;;;;;;;
anarcho_liberal_uh;Anarchists will advance all social and political reforms, and will revoke none.;;;;;;;;;;;;;
anarcho_liberal_name;Anarchists;;;;;;;;;;;;;
anarcho_liberal_army;Anarchists;;;;;;;;;;;;;
anarcho_liberal_desc;Anarchists want the people free of state corceion, and for all to realise the value of their labour. They will seek to advance politial and social reforms.;;;;;;;;;;;;;
EVTDESC60020;In the interests of the workers, a serious of confederated communes have been founded across the nation, combining local direct democracy and the principles of free assosication. Resources will be shared as agreed upon, and all workers will enjoy the value of their labour.;;;;;;;;;;;;;
EVTOPTA60020;I love anarchism;;;;;;;;;;;;;
queppe_gov_type;Anarchist Governance;;;;;;;;;;;;;
med_tolls_title;§EToll the Mediterranean Strait§!;;;;;;;;;;;;;
med_tolls_desc;Due to our dominance across the strait, we can exact a toll on any foreign ships that pass through the waters. Doing so will increase our income and prestige, but give just cause for war to the affected nations.;;;;;;;;;;;;;
revoke_the_tolls_title;§ERevoke our Mediterranean Tolls§!;;;;;;;;;;;;;
revoke_the_tolls_desc;The outrage caused by our actions has caused a national security risk. To make ammends we will remove our tolls on ships passing through the strait.;;;;;;;;;;;;;
EVTNAME7777926;The New Mediterranean Tolls;;;;;;;;;;;;;
EVTDESC7777926;Outrageous! We must now submit to the taxation of our goods transported through the Mediterranean Strait. We can seek to rectify the situation via war, and force the offending nation to back down from their tolls permanently.;;;;;;;;;;;;;
EVT7777926OPTA;We will not stand for this affront;;;;;;;;;;;;;
EVTNAME7777927;Control lost over the strait;;;;;;;;;;;;;
EVTDESC7777927;Since we no longer control key land on either side of the strait, we have been forced to effectively rescind our taxation of goods passing through.;;;;;;;;;;;;;
EVT7777927OPTA;Our coffers may now suffer;;;;;;;;;;;;;
EVTNAME7777928;Mediterranean Tolls Rescinded;;;;;;;;;;;;;
EVTDESC7777928;Through either war or diplomacy (or mayhaps both), the nation that so outrageously taxed our goods passing through the Mediterranean strait has been forced to revoke their charges permanently. Our merchants shall rejoice.;;;;;;;;;;;;;
EVT7777928OPTA;As is right;;;;;;;;;;;;;
trolling_the_med;Mediterranean Tolls;;;;;;;;;;;;;
trolling_the_med_desc;We tax the goods passing through the strait, boosting our coffers and prestige;;;;;;;;;;;;;
med_getting_trolled;Mediterranean Tolls;;;;;;;;;;;;;
med_getting_trolled_desc;We are being taxed on the value of our goods passing through the strait. This harms our traders and prestige.;;;;;;;;;;;;;
un_focus_at_home_title;§ERemove Domestic Focus§!;;;;;;;;;;;;;
un_focus_at_home_desc;During the 70 day trial period our domestic focus can be removed, beyond that it can't.;;;;;;;;;;;;;
home_focus_trial;§EDomestic Focus Trial§!;;;;;;;;;;;;;
home_focus_trial_desc;Can remove Domestic Focus modifier during the first 70 days;;;;;;;;;;;;;
changing_militarisation;Changing Militarisation;;;;;;;;;;;;;
EVTNAME7777929;Militarisation;;;;;;;;;;;;;
EVTDESC7777929;Instutions take time to have change affected in them, and the policies of the parties in power is what initiates these gradual shifts. Jingoism is locked to the two highest levels, pro-military to the top three, anti-military to the bottom three, and pacifism to the bottom two. The level can be raised or lowered by the executive anyway to a certain degree, as long as it doesnt violate these war policies. \n\n §BCheck the military policy descriptions to view allowed institutional changes§!;;;;;;;;;;;;;
EVT7777929OPTA;Raise militarisation;;;;;;;;;;;;;
EVT7777929OPTB;Maintain militarisation;;;;;;;;;;;;;
EVT7777929OPTC;Lower militarisation;;;;;;;;;;;;;
conscription;Militarisation;;;;;;;;;;;;;
jingoism_desc;The military is the centrepiece of the state and military spending is prioritised.\n§YLocks militarisation levels to Mandatory and Partial§!;;;;;;;;;;;;;
pro_military_desc;The government is a strong supporter of the armed services.\n§YLocks militarisation levels to Mandatory, Partial and Volunteer§!;;;;;;;;;;;;;
anti_military_desc;The armed forces are a drain on the state coffers and the government feels money is better spent elsewhere.\n§YLocks militarisation levels to Partial, Volunteer and Disarmed§!;;;;;;;;;;;;;
pacifism_desc;The government is actively hostile to the interests of the military, feeling they are opposed to the government policies.\n§YLocks militarisation levels to Volunteer and Pacifism§!;;;;;;;;;;;;;
form_south_german_confederation_desc;While Germany was not united until the proclamation of the German Empire, following the Franco-Prussian war, rising nationalism in the 19th century had meant that unification had been on the cards long before that, with the Frankfurt assembly of 1848 being an important forerunner. By achieving a dominant position among the South German states, we can form the South German Confederation. \n\n§YSouth Germany refers to all South German culture land outside of the starting Austrian Empire, minus Alsace-Lorraine.§! \n§RAustrian formed SGF will lose all non-german land with the exception of a puppet Hungary§!;;;;;;;;;;;;;
austrian_diplomatic_staff_title;Austrian Diplomatic Staff;;;;;;;;;;;;;
austrian_diplomatic_staff_desc;Austrian diplomats are renowned for their smooth talking and effectiveness. They will greatly aid the German diplomatic effort on the world stage.;;;;;;;;;;;;;
austrian_diplomatic_corps;Austrian Diploatic Corps;;;;;;;;;;;;;
austrian_diplomatic_corps_desc;Austrian diplomats are renowned for their smooth talking and effectiveness;;;;;;;;;;;;;
appoint_von_beust_title;Appoint Von Beust;;;;;;;;;;;;;
appoint_von_beust_desc;Count Friedrich Ferdinand von Beust was a German and Austrian statesman. As an opponent of Otto von Bismarck, he attempted to conclude a common policy of the German middle states between Austria and Prussia.;;;;;;;;;;;;;
von_beust;Von Beust;;;;;;;;;;;;;
von_beust_desc;Count Friedrich Ferdinand von Beust was a German and Austrian statesman.;;;;;;;;;;;;;
EVTNAME7777930;The California Boom;;;;;;;;;;;;;
EVTDESC7777930;The California Gold Rush (1848–1855) was a gold rush that began on January 24, 1848, when gold was found by James W. Marshall at Sutter's Mill in Coloma, California. The news of gold brought approximately 300,000 people to California from the rest of the United States and abroad. The sudden influx of gold into the money supply reinvigorated the American economy, and the sudden population increase allowed California to go rapidly to statehood, in the Compromise of 1850. The Gold Rush had severe effects on Native Californians and accelerated the Native American population's decline from disease, starvation and the California genocide. The population of the state grew faster than any other state in the US at its peak.;;;;;;;;;;;;;
EVTOPTA7777930;California shall boom!;;;;;;;;;;;;;
california_population_boom;California Population Boom;;;;;;;;;;;;;
california_population_boom_desc;The population of the state is growing rapidly due to immigration from across the USA and the world;;;;;;;;;;;;;
EVTNAME7777931;The End of California's Boom;;;;;;;;;;;;;
EVTDESC7777931;With the collapse of the Republic, the immigration wave that California once experienced is no more.;;;;;;;;;;;;;
EVTOPTA7777931;California's golden days are behind it;;;;;;;;;;;;;
establish_danube_federation_title;The Danubian Federation;;;;;;;;;;;;;
establish_danube_federation_desc;The time has come for the new government to be implemented, one that can cooperate with and administer the various ethnicities inside our borders. Long live the Danubian Federation!\n§YMust accept the cultures via decisions§!;;;;;;;;;;;;;
embrace_slovak_minority_title;Embrace the Slovak Minority;;;;;;;;;;;;
embrace_slovak_minority_desc;We shall embrace our Slovak citizens, and elevate them to the status shared by that of the Hungarians.;;;;;;;;;;;;;
usa_claim_canada_title;Revenge for 1812;;;;;;;;;;;;;
usa_claim_canada_desc;Now we control all of Canada East of the Great Lakes, we can claim it all for ourselves completing the tale of 1812.;;;;;;;;;;;;;
liberal_group;Liberal & Radical parties;;;;;;;;;;;;;
anarchist_group;Anarchists;;;;;;;;;;;;;
phat_zombie_eic_title;Annex the EIC;;;;;;;;;;;;;
phat_zombie_eic_desc;We can annex the EIC, as it is under the laws of our government and protected by our ships. Other nations will take slight at such a huge massing of land and people with minimal justification, and our upper class will not take kindly to such a move.;;;;;;;;;;;;;
nat_frat_invented;National Fraternity Invented;;;;;;;;;;;;;
EVTNAME7777932;Change in Citizenship Policy;;;;;;;;;;;;;
EVTDESC7777932;Full citizenship will no longer be available to all equally. We shall limit enfranchisment once more.;;;;;;;;;;;;;
residency_party;Residency Policy;;;;;;;;;;;;;
remove_csa_cores_title;Solidifying the South;;;;;;;;;;;;;
remove_csa_cores_desc;After the years or regional differences, Dixies and Texans have accepted the USA as their home country, letting the memories of the CSA fade into history.;;;;;;;;;;;;;
debate_me_title;§EThe Great Debate§!;;;;;;;;;;;;;
debate_me_desc;An ongoing debate is occuring in the Republic about the cultural direction and political principles of the government. The citizens are reconsidering their political priorities.;;;;;;;;;;;;;
nv_cooldown;§CNational Value Cooldown§!;;;;;;;;;;;;;
nv_cooldown_desc;We have recently concluded the great debate.;;;;;;;;;;;;;
partial_ubi_fully_funded;Fully Funded Standard UBI;;;;;;;;;;;;;
full_ubi_fully_funded;Fully Funded Advanced UBI;;;;;;;;;;;;;
remove_dead_overlords_title;§EAbolish Dead Overlordship§!;;;;;;;;;;;;;
remove_dead_overlords_desc;Remove the last legal vestiges of our former, now defunct, overlord.;;;;;;;;;;;;;
bourgeois_dictatorship;Anarchy;;;;;;;;;;;;;
TST_ADJ;South Tyrolean;;;;;;;;;;;;;
mexican_central_america_title;Reintegration of Central America;;;;;;;;;;;;;
mexican_central_america_desc;The FRCA consits of the territories of the former Captaincy General of Guatemala of New Spain, and was for a time part of Mexico. Political turmoil ensued in both Mexico and Central America, resulting in separation. Now we can reassert governorshp and integrate Central America once more.;;;;;;;;;;;;;
mexican_colombian_cuba_title;Heir to Spanish Cuba;;;;;;;;;;;;;
mexican_colombian_cuba_desc;As the preeminent heir to Spanish viceroyalties of the Americas, it is our right to integrate Cuba into our administration. Cuba shall be free!;x ;;;;;;;;;;;;
colombian_dominica_title;Colombian invitation to Dominican Republic;;;;;;;;;;;;;
colombian_dominica_desc;At the time of its creation, this Colombia was the most prestigious country in Spanish America. John Quincy Adams, then Secretary of State and future president of the United States, claimed it to be one of the most powerful nations on the planet. This prestige, added to the personal stature of Simón Bolívar, resulted in independence movements in Cuba, the Dominican Republic, and Puerto Rico desiring to form an associated state with the republic.;;;;;;;;;;;;;
colombian_southwards_title;South Andean Expansion;;;;;;;;;;;;;
colombian_southwards_desc;Bolívar participated in the foundation of the first union of independent nations in Latin America, Gran Colombia, of which he was president from 1819 to 1830. Through further military campaigns, he ousted Spanish rulers from Ecuador, Peru, and Bolivia, the last of which was named after him. He was simultaneously president of Gran Colombia, Peru, and Bolivia, but soon after, his second-in-command, Antonio José de Sucre, was appointed president of Bolivia. Bolívar aimed at a strong and united Spanish America able to cope not only with the threats emanating from Spain and the European Holy Alliance but also with the emerging power of the United States. At the peak of his power, Bolívar ruled over a vast territory from the Argentine border to the Caribbean Sea.;;;;;;;;;;;;;
EVTDESC60090;Lately a new communal order of life in $COUNTRY$ has been established. Old political orders have been torn down, and a new founding of our communties has taken place.;;;;;;;;;;;;;
reassert_polish_claims_title;Reassert control on Congress Poland;;;;;;;;;;;;;
reassert_polish_claims_desc;Our claims on Congress Poland will be respected, the Congress of Vienna upheld, and our soverienty maintained.;;;;;;;;;;;;;
EVTNAME1010018;The Easter Rising;;;;;;;;;;;;;
EVTDESC1010018;The Easter Rising, also known as the Easter Rebellion, was an armed insurrection in Ireland during Easter Week in April 1916. The Rising was launched by Irish republicans against British rule in Ireland with the aim of establishing an independent Irish Republic while the United Kingdom was fighting the First World War. It was the most significant uprising in Ireland since the rebellion of 1798 and the first armed conflict of the Irish revolutionary period. Sixteen of the Rising's leaders were executed from May 1916, but the insurrection, the nature of the executions, and subsequent political developments ultimately contributed to an increase in popular support for Irish independence.;;;;;;;;;;;;;
EVT1010018OPTA;Execute the traitors;;;;;;;;;;;;;
EVT1010018OPTB;Fair trial & rule of law;;;;;;;;;;;;;
change_german_capital_title;Move the Capital;;;;;;;;;;;;;
change_german_capital_desc;Since the unification of Germany, considerations have been underway for a new capital. Cities have been nominated and we are ready to make a decision.;;;;;;;;;;;;;
sign_the_geneva_convention_title;§ESign the Geneva Convention§!;Signer la convention de Genève;Genfer Konvention unterschreiben.;;Firmar la Convención de Ginebra;;;;;;;;;
communist;Vanguardist;Communiste;Kommunistisch;;Comunista;;;;;;;;;
communist_uh;Vanguardists want to enact social reforms, but want to see political reforms rolled back.;Les communistes veulent davantage de réformes sociales et le retrait des réformes politiques.;Kommunisten sind an zusätzlichen Sozialreformen interessiert, setzen sich aber für die Außerkraftsetzung von Politikreformen ein.;;Los comunistas quieren promulgar reformas sociales, pero rechazan las reformas políticas.;;;;;;;;;
communist_focus;Party loyalty towards §Yvanguardists§! ;Loyauté envers le parti §Ycommuniste§! ;Parteiloyalität gegenüber §Ycommunist§! ;;;;;;;;;;;
proletarian_dictatorship;Vanguard Dictatorship;Dictature prolétaire;Proletarische Diktatur;;Dictadura del proletariado;;;;;;;;;
planned_economy_desc;The government makes all decisions on the production and consumption of goods and services. \n§YTo prevent economic failure, administrative spending must be 60%+. §RBelow 20% is catastrophic.§!;;;;;;;;;;;;;
river_notification;§CMajor River§!\nCrossing Penalty: §Y-2§!;;;;;;;;;;;;;
assert_control_over_gl_title;Assert Control over Galicia-Lodomeria;;;;;;;;;;;;;
assert_control_over_gl_desc;Since 1775 we have controlled Galicia-Lodomeria, and yet we have neglected to invest in it. Now we shall, and its shall become a full part of our administration.;;;;;;;;;;;;;
TECH_MINE_OUTPUT;Mining output and throughput;;;;;;;;;;;;;
TECH_FARM_OUTPUT;Farming output and throughput;;;;;;;;;;;;;
MODIFIER_FARM_EFFICIENCY;Farming Output;;;;;;;;;;;;;
MODIFIER_MINE_EFFICIENCY;Mining Output;;;;;;;;;;;;;
MODIFIER_MOBILISATION_ECONOMY_IMPACT;Production Impact;Impact de la mobilisation;Mobilisierungseffekt;;Efecto de movilización;;;;;;;;;
change_colonial_policy_title;§EChange Colonial Policy§!;;;;;;;;;;;;;
change_colonial_policy_desc;We can reassess our colonial policy, and set new policy regarding our colonial posessions.;;;;;;;;;;;;;
decided_colonial_policy;§CColonial Policy Set§!;;;;;;;;;;;;;
decided_colonial_policy_desc;We have recently manually changed our colonial policy;;;;;;;;;;;;;
a_socialist_republic_title;§EA Collectivised Economy§!;;;;;;;;;;;;;
a_socialist_republic_desc;The capitalist mode of production is to be upgraded and replaced with collectivised ownership, either via the government with command socialism, or via cooperatives with market socialism. We shall all be richer for it!;;;;;;;;;;;;;
PROV3300;Khulna;;;;;;;;;;;;;
PROV3301;Purnia;;;;;;;;;;;;;
PROV3302;Cooch Behar;;;;;;;;;;;;;
PROV3303;Cumilla;;;;;;;;;;;;;
PROV3304;Sylhet;;;;;;;;;;;;;
asia;East Asia;;;;;;;;;;;;;
no_minimum_wage_desc;No minimum level for wages.\n§YTo ensure unprofitable factories still pay a token amount to their employees, there is a token minimum wage.§!;;;;;;;;;;;;;
von_moltkes_staff_reforms_desc;In 1857 Helmuth von Moltke was appointed Chief of the Prussian General Staff, which he soon set about reforming. Among the ideas implemented by von Moltke were a department for historical studies, extensive wargaming exercises and a special department dedicated to cataloging and studying the telegraph and railway networks of Prussia, and how they could be used to best effect in the event of war. The end result was that, by the time of the Franco-Prussian war, Prussia's General Staff was considered the most efficient in Europe, it's methods soon becoming widely studied and adopted abroad. Moltke remained Chief of the Prussian Staff for the next 30 years, and is known as one of the most brilliant military strategists of the 19th century.\n§YTake pre-Germany formation§!;;;;;;;;;;;;;
canal_notification;§CCanal Control§!;;;;;;;;;;;;;
sea_crossing_notification;§CBlockadeable Strait§!;;;;;;;;;;;;;
land_crossing_notification;§CNon-Blockadeable Strait§!;;;;;;;;;;;;;
prevent_colonial_clergy_title;§CRestrict All Colonial Intellectuals§!;;;;;;;;;;;;;
prevent_colonial_clergy_desc;In order to save on educational resources, we shall no longer provide funds for any intellectuals outside of the bounds of our incorporated states.\n§RBe aware of the consequences§!;;;;;;;;;;;;;
no_colonial_clergy;Fired Colonial Intellectuals;;;;;;;;;;;;;
fund_colonial_clergy_title;§EFund Colonial Intellectuals§!;;;;;;;;;;;;;
fund_colonial_clergy_desc;We see it appropriate to educate those under our enlightening mission, in order to accomplish such task we shall provide for education in the protectorates.;;;;;;;;;;;;;
EVTNAME7777933;Colonial Intellectuals;;;;;;;;;;;;;
EVTDESC7777933;With the prevention of further promotion to intellectuals in the colonies, we must decide what is to be done of the current educators.;;;;;;;;;;;;;
EVTOPTA7777933;Leave them as is;;;;;;;;;;;;;
EVTOPTB7777933;§RFire them all§!;;;;;;;;;;;;;
PROV3305;South Straits of Gibraltar;;;;;;;;;;;;;
PROV2746;North Straits of Gibraltar;;;;;;;;;;;;;
steel_oil_derricks;Steel Oil Derricks;;;;;;;;;;;;;
steel_oil_derricks_desc;From 1900-1930s many rigs upgraded their frames from wood, to ones made of iron and steel.;;;;;;;;;;;;;
blowout_preventer;Blowout Prevention;;;;;;;;;;;;;
blowout_preventer_desc;A blowout preventer is a specialized valve or similar mechanical device, used to seal, control and monitor oil and gas wells to prevent blowouts, the uncontrolled release of crude oil or natural gas from a well. They are usually installed in stacks of other valves.;;;;;;;;;;;;;
frasch_process;Frasch Process;;;;;;;;;;;;;
frasch_process_desc;The Frasch process is a method to extract sulfur from underground deposits. It is the only industrial method of recovering sulfur from elemental deposits.;;;;;;;;;;;;;
PROV3306;Tangshan;;;;;;;;;;;;;
PROV3307;Kalgan;;;;;;;;;;;;;
PROV3308;Cangzhou;;;;;;;;;;;;;
PROV3309;Liaocheng;;;;;;;;;;;;;
EVTNAME960852_NEWS_TITLE;$COUNTRY_ADJ$ Democracy;;;;;;;;;;;;;
EVTDESC960852_NEWS_LONG;With coronation organisation already underway in $COUNTRY$, it has become clear that the $FROMCOUNTRY$-supported monarchichal government is here to stay—at least for the time being. While not everyone in $COUNTRY$ is thrilled at the idea of their monarch being imposed on them by an enemy country, some are nevertheless overjoyed.;;;;;;;;;;;;;
EVTDESC960852_NEWS_MEDIUM;With coronation organisation already underway in $COUNTRY$, it has become clear that the $FROMCOUNTRY$-supported monarchichal government is here to stay—at least for the time being. While not everyone in $COUNTRY$ is thrilled at the idea of their monarch being imposed on them by an enemy country, some are nevertheless overjoyed.;;;;;;;;;;;;;
EVTDESC960852_NEWS_SHORT;With coronation organisation already underway in $COUNTRY$, it has become clear that the $FROMCOUNTRY$-supported monarchichal government is here to stay—at least for the time being.;;;;;;;;;;;;;
reactionary_uh_increase_title;§EReactionary Influence§!;;;;;;;;;;;;;
reactionary_uh_increase_desc;Through our persuasive reactionary rhetoric and targeted intimidation campaigns, we can over the years increase reactionary support in our Upper House. \nWill end if reactionaries are not the ruling party. \n§YEvery year adds a 10% reactionary increase to the Upper House, capping out at 5 years (50%)§!;;;;;;;;;;;;;
dictatorship_to_monarchy_title;§ESeize Executive Power§!;;;;;;;;;;;;;
dictatorship_to_monarchy_desc;Republicanism has served us well but it is time we empower a strong ruler to take our state into a new era.;;;;;;;;;;;;;
reactionary_uh_increased;§CReactionaries Supported§!;;;;;;;;;;;;;
reactionary_uh_increased_desc;There is an ongoing campaign to increase reactionary influence in the Upper House§;;;;;;;;;;;;;
MORALE_TECH;Organization Regain Rate;;;;;;;;;;;;;
radical_focus;Party loyalty towards §Yradical§!;;;;;;;;;;;;;
radical_focus_short;§YRadicaly§! loyalty;;;;;;;;;;;;;
anarcho_liberal_focus;Party loyalty towards §Yanarchist§!;;;;;;;;;;;;;
anarcho_liberal_focus_short;§YAnarchist§! loyalty;;;;;;;;;;;;;
BUDGET_SLIDER_SOCIAL_SPENDING;Social Security: §Y$VAL$§!;;;;;;;;;;;;;
SOCIAL_SPENDING;Social Security;;;;;;;;;;;;;
SOCIAL_DESC2;The social security budget goes towards funding your enacted social reforms. The amount of money to distribute depends on your §Ycountry administrative efficiency§W;Le budget des dépenses sociales contribue à financer les réformes sociales que vous avez entreprises. La somme d'argent à distribuer dépend de l'§Yefficacité administrative de votre pays§W.;Ihre Sozialreformen werden aus Ihrem Haushalt für Sozialausgaben finanziert. Der zugeteilte Geldbetrag hängt von der §Yadministrativen Effizienz§W Ihres Landes ab.;;El presupuesto de gasto social se destina a fundar tus reformas sociales aprobadas. La cantidad de dinero a distribuir depende de la §Yeficiencia administrativa de tu país§W.;;;;;;;;;x
DIST_ADMINISTRATION;Administrative Spending;;;;;;;;;;;;;
DIST_EDUCATION;Education Spending;;;;;;;;;;;;;
BUDGET_SLIDER_MILITARY_SPENDING;Military Salaries: §Y$VAL$§!;;;;;;;;;;;;;
MILITARY_SPENDING;Military Salaries;;;;;;;;;;;;;
secret_policed;Private Meetings Prohibited;;;;;;;;;;;;;
secret_policed_desc;Private political meetings are illegal. \nThe effectiveness of this reform on surpressing dissent will depend on the administrative funding of the government.;;;;;;;;;;;;;
secret_police_invented;Secret Police Invented;;;;;;;;;;;;;
POLITICS_POLITICAL_REFORMS;Political Structure & Rights;;;;;;;;;;;;;
POLITICS_SOCIAL_REFORMS;Social Policy & Justice;;;;;;;;;;;;;
secret_police_1;Secret Police (1/5);;;;;;;;;;;;;
secret_police_2;Secret Police (2/5);;;;;;;;;;;;;
secret_police_3;Secret Police (3/5);;;;;;;;;;;;;
secret_police_4;Secret Police (4/5);;;;;;;;;;;;;
secret_police_5;Secret Police (5/5);;;;;;;;;;;;;
GER_1;North Germany;;;;;;;;;;;;;
GER_2;South Germany;;;;;;;;;;;;;
ITA_1;Italy;;;;;;;;;;;;;
form_italy_desc;By establishing a dominant position on the Italian peninsula, we can secure a national homeland for our people by proclaiming ourselves the motive power of a unified Italian state. \n\n§YItaly region refers to all of Italy, minus Austrian land owned in 1836, minus Corsica.§!;;;;;;;;;;;;;
authorize_gas_warfare_title;§EAuthorize Gas Warfare§!;;;;;;;;;;;;;
authorize_gas_warfare_desc;We have the capabilities to use chemical warfare to our advantage, at a cost to our international image. Our armies will require more supply to fund this new form of war. \n\n§YThis will unlock the gas attack invention and will increase our army supply consumption by 50%.§!;;;;;;;;;;;;;
gas_warfare;Gas Attack;;;;;;;;;;;;;
gas_warfare_desc;Chemical Warfare has been authorised;;;;;;;;;;;;;
gas_attacking;Chemical Warfare Authorised;;;;;;;;;;;;;
wooden_sails_1855;Wooden Sails 1855;
wooden_sails_1855_desc;Wooden sail ships do not benefit from the advancement of steam ship engine tech.;
wooden_sails_1880;Wooden Sails 1880;
wooden_sails_1880_desc;Wooden sail ships do not benefit from the advancement of steam ship engine tech.;
wooden_sails_1900;Wooden Sails 1900;
wooden_sails_1900_desc;Wooden sail ships do not benefit from the advancement of steam ship engine tech.;
wooden_sails_1915;Wooden Sails 1915;
wooden_sails_1915_desc;Wooden sail ships do not benefit from the advancement of steam ship engine tech.;
wooden_sails_1920;Wooden Sails 1920;
wooden_sails_1920_desc;Wooden sail ships do not benefit from the advancement of steam ship engine tech.;
revoked_funding;Revoked Funding;;;;;;;;;;;;;
SPA_absolute_monarchy;The Kingdom of Spain;;;;;;;;;;;;;
SPA_prussian_constitutionalism;The Kingdom of Spain;;;;;;;;;;;;;
start_fake_war_title;§CFake War§!;;;;;;;;;;;;;
start_fake_war_desc;Start a fake war for the purpose of regaining control over puppet units.;;;;;;;;;;;;;
end_fake_war_title;§CEnd Fake War§!;;;;;;;;;;;;;
end_fake_war_desc;End the fake war.;;;;;;;;;;;;;
EVTNAME7777934;Declare Fake War;;;;;;;;;;;;;
EVTDESC7777934;-;;;;;;;;;;;;;
EVT7777934OPTA;-;;;;;;;;;;;;;
EVTNAME7777935;End Fake War;;;;;;;;;;;;;
EVTDESC7777935;-;;;;;;;;;;;;;
EVT7777935OPTA;-;;;;;;;;;;;;;
set_crat_max_title;§CSet Maximum Bureaucrats Percentage§!;;;;;;;;;;;;;
set_crat_max_desc;Set the maximum percentage that bureaucrats will promote to in each state. This will not immediately cause bureaucrats to demote if over this limit.\n§YApplies to non-colonial states only§!;;;;;;;;;;;;;
EVTNAME7777936;Setting the Maximum Percentage;;;;;;;;;;;;;
EVTDESC7777936;Select the option to set the maximum percentage of bureaucrats in all states.;;;;;;;;;;;;;
EVTOPTA7777936;1.5% (base amount for full admin efficiency);;;;;;;;;;;;;
EVTOPTB7777936;2.5%;;;;;;;;;;;;;
EVTOPTC7777936;3.5%;;;;;;;;;;;;;
EVTOPTD7777936;Unlimited (5%);;;;;;;;;;;;;
rank_1_crats;1.5% Maximum;;;;;;;;;;;;;
rank_2_crats;2.5% Maximum;;;;;;;;;;;;;
rank_3_crats;3.5% Maximum;;;;;;;;;;;;;
enact_the_homestead_act_desc;Signed into law by President Abraham Lincoln in 1862, the Homestead Act was designed to give eligible applicants freehold titles for lands of up to 160 acres in size. The act was one of several similar United States' laws, all contributing to the image and perception of America as a land of opportunity and new beginnings.\n§YAvailable to Mexico or the USA if they control either of Cedar Rapids or San Francisco§!;;;;;;;;;;;;;
great_war_penalty_cb_desc;Force another country to §Ydisarm§!, lower their §Ymilitarisation§! one level, and pay §Yreparations§! to us.;;;;;;;;;;;;;
form_north_german_confederation_desc;While Germany was not united until the proclamation of the German Empire following the Franco-Prussian war, rising nationalism in the 19th century had meant that unification had been on the cards long before that, with the Frankfurt assembly of 1848 being an important forerunner. By achieving a dominant position among the North German states, we can form the North German Confederation. \n\n§YNorth Germany refers to all North German culture land, minus Schleswig.§!;;;;;;;;;;;;;
form_germany_desc;By controlling, directly or indirectly, the manifold principalities, duchies and free cities that make up the German Nation, we can unite our people into one singular nation state. Three Hurrahs for the German Empire! \n\n§YNorth Germany refers to all North German culture land, minus Schleswig. \nSouth Germany refers to all South German culture land outside of the starting Austrian Empire, minus Alsace-Lorraine.§!;;;;;;;;;;;;;
PRODUCTION_OUTPUT_EFFICIENCY_TOOLTIP;Output: ;;;;;;;;;;;;;
PRODUCTION_BASE_OUTPUT;  -Base:;;;;;;;;;;;;;
cajun;Cajun;;;;;;;;;;;;;
occitan;Occitan;;;;;;;;;;;;;
literacy_10;Literacy Below 10%;;;;;;;;;;;;;
literacy_20;Literacy Below 20%;;;;;;;;;;;;;
literacy_30;Literacy Below 30%;;;;;;;;;;;;;
literacy_40;Literacy Below 40%;;;;;;;;;;;;;
literacy_50;Literacy Below 50%;;;;;;;;;;;;;
none_voting_desc;No one is allowed to vote.\n§CMonarchies locked to Absolute Monarchy \nRepublics locked to Presidential Dictatorship§!;;;;;;;;;;;;;
landed_voting_desc;Only aristocrats and Capitalists may vote.\n§CRepublics locked to Presidential Dictatorship§!;;;;;;;;;;;;;
underground_parties_desc;The government actively prevents other parties from publicly campaigning for votes.\n§CRepublics locked to Presidential Dictatorship§!;;;;;;;;;;;;;
harassment_desc;The ruling party harasses people into voting for them.\n§CRepublics locked to Presidential Dictatorship§!;;;;;;;;;;;;;
appointed_desc;Aristocrats or capitalists have been assigned seats in the Upper House by the leader of the country.\n§CRepublics locked to Presidential Dictatorship§!;;;;;;;;;;;;;
yes_meeting_desc;Public meetings and rallies are allowed.\n§CRequired reform for Republic§!;;;;;;;;;;;;;
non_secret_ballots_desc;The voter's choices are non-confidential. The ruling party knows who the people vote for and can use pressure in order to get the people to vote for them.\n§CMinimum required for Constitutional Monarchy§!;;;;;;;;;;;;;
universal_weighted_voting_desc;Everyone is allowed to vote, but the rich men's votes are worth more.\n§CMinimum required for Constitutional Monarchy§!;;;;;;;;;;;;;
swiss_german;Swiss-German;;;;;;;;;;;;;
swiss_french;Swiss-French;;;;;;;;;;;;;
swiss_italian;Swiss-Italian;;;;;;;;;;;;;
romansh;Romansh;;;;;;;;;;;;;
chinese_concession;§CTreaty Port§!;;;;;;;;;;;;;
acadian;Acadian;;;;;;;;;;;;;
ACA;Acadie;;;;;;;;;;;;;
ACA_ADJ;Acadien;;;;;;;;;;;;;
ARG_presidential_dictatorship;Argentine Confederation;;;;;;;;;;;;;
